"rowname";"resHeaders";"Headquarters";"Value.chain";"Website";"Species";"Production.process";"Industry..Applications.";"Industry.subsector.tags";"Investors";"Association.focus";"Founding.year";"Annual.production..wet.weight.";"Start.up.scale.up.";"Investments";"Total.disclosed.investments.since.2020";"Development.stage";"Grants.associated";"Researchers.associated";"Team";"SEO.Slug";"SEO.Index";"fundraising"
909;"SEAO2";"Australia";"Infrastructure & equipment
Consulting";"http://seao2.com.au/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"seao2";"true";""
910;"SeaO2";"UK";"Farming & harvesting";"https://www.seao2uk.com/";"";"Aquaculture
IMTA";"";"";"";"";2019;"0 - not started yet";NA;"";"$0";"";"";"";"";"seao2";"true";""
911;"Seapattern";"Sweden";"Monitoring tech";"https://seapattern.com/";"";"";"";"";"";"";2020;"";NA;"";"$0";"Research / product development";"";"";"";"seapattern";"true";""
912;"Seaquoia (California Seaweed Company)";"USA";"Farming & harvesting";"https://www.seaquoia.com/";"";"Harvesting";"Food";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"seaquoia-california-seaweed-company";"true";""
913;"Seas of Norway";"Norway";"Infrastructure & equipment
Farming & harvesting";"https://www.seasofnorway.com/";"Ulva sp.";"Aquaculture";"";"";"";"";2018;"10 - 100 tonnes";NA;"$30,000";"$30,000";"Pilot / Demonstration";"";"";"Male CEO
Male founded";"seas-of-norway";"true";""
914;"Seas the Opportunity";"UK";"Consulting";"https://www.seastheopportunity.co.uk/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"seas-the-opportunity";"true";""
915;"Seasol";"Australia";"Applications
Farming & harvesting";"https://www.seasol.com.au/";"";"Harvesting";"Plant & soil nutrition";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"seasol";"true";""
916;"Seastem";"Switzerland";"Processing / Biorefinery";"https://www.seastem.co/";"";"";"";"";"";"";2021;"";NA;"";"$0";"Pilot / Demonstration";"";"";"Mixed founding team";"seastem";"true";""
917;"Seastock";"Australia";"Processing / Biorefinery
Farming & harvesting";"https://www.seastock.com.au/";"Asparagopsis sp.";"Aquaculture";"";"";"";"";2022;"";NA;"";"$0";"Pilot / Demonstration";"";"";"";"seastock";"true";""
918;"Seatec Seaweed Technology EIRL";"Peru";"Farming & harvesting";"https://www.facebook.com/info.seatec/";"Chondracanthus chamissoi";"Harvesting";"";"";"";"";NA;"10 - 100 tonnes";NA;"";"$0";"";"";"";"";"seatec-seaweed-technology-eirl";"true";""
919;"SeatechEnergy";"Netherlands";"Infrastructure & equipment";"https://seatechinnovation.com/";"";"";"";"";"Blue Natural Capital (IUCN)";"";2016;"";NA;"Unnamed record";"$0";"Validation / Traction";"";"";"Male CEO
Male founded";"seatechenergy";"true";""
920;"Seatox";"Ireland";"Applications";"https://seatoxseaweed.com/";"";"";"Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"seatox";"true";""
921;"Seatrients";"Sweden";"Applications";"https://www.seatrients.com/";"Chondrus crispus";"";"Food";"Drink";"Blue Bio Value";"";2020;"";NA;"";"$0";"Pilot / Demonstration";"";"";"Female CEO
Female founded";"seatrients";"true";""
922;"Seaveg";"Ireland";"Farming & harvesting";"https://www.seaveg.co.uk/";"Chondrus sp.
Himanthalia sp.
Palmaria sp.
Saccharina sp.
Ulva sp.";"Harvesting";"Food";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"seaveg";"true";""
923;"SeaVite";"Ireland";"Applications";"https://seavite.com/";"";"";"Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"seavite";"true";""
924;"Seaweed & Co";"UK";"Farming & harvesting
Applications";"https://www.seaweedandco.com/";"Ascophyllum nodosum";"Harvesting";"Food
Nutraceuticals";"";"";"";2014;"100 - 1000 tonnes";NA;"";"$0";"Scale-up / Industrialisation";"$107,629";"";"Male CEO
Male founded";"seaweed--co";"true";""
925;"Seaweed Agogo";"UK";"Applications";"https://www.seaweedagogo.com/";"";"";"Food";"Snacks and seasoning";"";"";2020;"";NA;"";"$0";"Validation / Traction";"";"";"Male CEO
Male founded";"seaweed-agogo";"true";""
926;"Seaweed Bath";"USA";"Applications";"https://seaweedbathco.com/";"";"";"Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"seaweed-bath";"true";""
927;"Seaweed Consulting";"Brazil";"Consulting
Farming & harvesting";"https://www.seaweedconsulting.com/";"Kappaphycus alvarezii";"Aquaculture";"";"";"";"";NA;"1000 - 10 000 tonnes";NA;"";"$0";"";"";"";"";"seaweed-consulting";"true";""
928;"Seaweed Farming Scotland";"UK";"Farming & harvesting";"https://www.seaweedfarmingscotland.com/";"Alaria esculenta
Saccharina latissima";"Aquaculture";"";"";"";"";2019;"10 - 100 tonnes";NA;"";"$0";"";"";"";"";"seaweed-farming-scotland";"true";""
929;"Seaweed First (Alliga)";"France";"Multi-stakeholder platform";"https://seaweedfirst.org/";"";"";"";"";"";"Growing the industry";2021;"";NA;"";"$0";"Validation / Traction";"";"";"Male CEO
Male founded";"seaweed-first-alliga";"true";""
930;"Seaweed Food Solutions";"Netherlands";"Applications";"https://seaweedfoodsolutions.com/";"";"";"Food";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"seaweed-food-solutions";"true";""
931;"Seaweed for Dogs";"Ireland";"Applications";"https://seaweedfordogs.com/";"Ascophyllum nodosum";"";"Feed";"Pet food";"";"";NA;"";NA;"";"$0";"";"";"";"";"seaweed-for-dogs";"true";""
932;"Seaweed for Europe";"UK";"Multi-stakeholder platform";"https://www.seaweedeurope.com/";"";"";"";"";"";"Growing the industry";NA;"";NA;"";"$0";"";"";"";"";"seaweed-for-europe";"true";""
933;"Seaweed Generation";"UK";"Farming & harvesting
Applications";"https://www.seaweedgeneration.com/";"Sargassum sp.";"Harvesting";"Carbon sequestration
HABs";"";"";"";2021;"0 - not started yet";NA;"";"$0";"Research / product development";"";"";"";"seaweed-generation";"true";""
934;"Seaweed Hub";"USA";"Multi-stakeholder platform";"https://seaweedhub.org/";"";"";"";"";"";"Growing the industry";NA;"";NA;"";"$0";"";"$736,955";"";"";"seaweed-hub";"true";""
935;"Seaweed Industry Association of the Philippines";"Philippines";"Multi-stakeholder platform";"https://siap-seaweed.tripod.com/";"";"";"";"";"";"Producers association";NA;"";NA;"";"$0";"";"";"";"";"seaweed-industry-association-of-the-philippines";"true";""
936;"Seaweed Innovate";"Tanzania";"Farming & harvesting";"https://www.linkedin.com/in/john-kimaro-023798123/";"E. spinosum";"Aquaculture";"";"";"";"";NA;"10 - 100 tonnes";NA;"";"$0";"";"";"";"";"seaweed-innovate";"true";""
937;"Seaweed InnovLab";"Singapore";"Breeding & propagation";"https://www.seaweedinnovlab.com/";"";"";"";"";"";"";2021;"";NA;"";"$0";"Research / product development";"";"";"Mixed founding team";"seaweed-innovlab";"true";""
938;"Seaweed Japan Co.";"Japan";"Applications";"https://seaweed-japan.co.jp/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"seaweed-japan-co";"true";""
939;"Seaweed Market";"";"Distribution";"https://seaweedmarket.eu/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"seaweed-market";"true";""
940;"Seaweed Organics";"UK";"Applications
Farming & harvesting";"https://seaweedorganics.co.uk/";"";"Harvesting";"";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"seaweed-organics-";"true";""
941;"Seaweed Place";"Chile";"Farming & harvesting
Applications";"https://www.seaweedplace.com/";"Durvillaea antartica";"Harvesting";"Food";"";"";"";2016;"";NA;"";"$0";"";"";"";"";"seaweed-place";"true";""
942;"Seaweed Scale Up";"Netherlands";"Farming & harvesting
Processing / Biorefinery";"http://www.seaweedscaleup.com/";"";"";"";"";"";"";2021;"";NA;"";"$0";"Research / product development";"";"";"Male founded
Male CEO";"seaweed-scale-up";"true";""
943;"Seaweed Seychelles";"Seychelles";"Farming & harvesting
Applications";"https://www.seaweedseychelles.com/";"Sargassum sp.";"Harvesting";"Plant & soil nutrition
HABs";"";"";"";2015;"100 - 1000 tonnes";NA;"";"$0";"";"";"";"";"seaweed-seychelles";"true";""
944;"Seaweed Solutions";"Norway";"Farming & harvesting
Applications
Infrastructure & equipment";"http://www.seaweedsolutions.com/";"Alaria esculenta
Saccharina latissima
Laminaria hyperborea
Palmaria palmata";"Aquaculture
Offshore";"";"";"EASME - EU Executive Agency for SMEs";"";2009;"100 - 1000 tonnes";NA;"";"$0";"Pilot / Demonstration";"$12,726,187
$1,942,643
$3,610,296";"";"Male CEO
Male founded";"seaweed-solutions";"true";""
945;"Seaweedology";"UK";"Farming & harvesting";"";"";"Aquaculture";"";"";"";"";NA;"0 - not started yet";NA;"";"$0";"";"";"";"";"seaweedology";"true";""
946;"Seaweeds NZ";"New Zealand";"Farming & harvesting";"https://seaweedsnz.com/";"";"Harvesting";"Feed
Plant & soil nutrition";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"seaweeds-nz";"true";""
947;"SeaweedTech";"Netherlands";"Farming & harvesting";"https://www.seaweed-tech.com/";"Ulva sp.";"Aquaculture
Land-based";"";"";"";"";2020;"0 - 10 tonnes";NA;"";"$0";"Pilot / Demonstration";"$232,234";"";"Male CEO
Male founded";"seaweedtech";"true";""
948;"Seawild";"UK";"Farming & harvesting";"https://www.seawild.co.uk/";"";"Aquaculture
Wind/solar park multi-use";"";"";"";"";2020;"0 - not started yet";NA;"";"$0";"Research / product development";"";"";"Mixed founding team";"seawild";"true";""
949;"Seiner Group";"South Africa";"Applications";"https://seinergroup.com/seaweed-hydrolysates/";"Ecklonia maxima";"";"Plant & soil nutrition";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"seiner-group";"true";""
950;"Seleco Seaweed";"Thailand";"Applications";"https://www.unified.asia/seleco";"";"";"Food";"Snacks and seasoning";"";"";NA;"";NA;"";"$0";"";"";"";"";"seleco-seaweed";"true";""
951;"SELT Marine Group";"Tunisia";"Farming & harvesting
Applications";"http://www.seltmg.com/en/";"Gracilaria sp.
Gelidium sesquipedale
Kappaphycus alvarezii
E. spinosum";"Harvesting
Aquaculture";"Hydrocolloids";"Agar
Carrageenan";"";"";1996;"1000 - 10 000 tonnes";NA;"";"$0";"Scale-up / Industrialisation";"";"";"Male CEO
Male founded";"selt-marine-group";"true";""
952;"Seokha";"South Korea";"Applications";"http://www.seokha.co.kr/";"";"";"Food";"Snacks and seasoning
Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"seokha";"true";""
953;"Seonjin Fisheries Association";"South Korea";"Farming & harvesting
Applications";"https://seonjinsea.modoo.at/";"";"";"Food";"Snacks and seasoning
Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"seonjin-fisheries-association";"true";""
954;"Setexam";"Morocco";"Applications
Farming & harvesting";"http://www.setexam.com/";"Gelidium sesquipedale";"Harvesting";"Hydrocolloids";"Agar";"";"";NA;"1000 - 10 000 tonnes";NA;"";"$0";"";"";"";"";"setexam";"true";""
955;"Seungdeok Fisheries Association";"South Korea";"Applications";"https://www.jobkorea.co.kr/company/42769668";"";"";"Food";"Snacks and seasoning
Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"seungdeok-fisheries-association";"true";""
956;"Sewha Seafood";"South Korea";"Applications";"http://www.sewhaseafood.com/";"";"";"Food";"Snacks and seasoning
Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"sewha-seafood";"true";""
957;"SFTec";"Finland";"Processing / Biorefinery";"https://www.sftec.fi/new/modheat/?lang=en";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"sftec";"true";""
958;"SG Food";"South Korea";"Applications";"https://www.jobkorea.co.kr/company/43327854";"";"";"Food";"Snacks and seasoning
Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"sg-food";"true";""
959;"Shamrock Farm Enterprises";"Ireland";"Applications";"https://shamrockfarmenterprises.com/";"Lithothamnium calcareum";"";"Feed";"Livestock feed";"";"";NA;"";NA;"";"$0";"";"";"";"";"shamrock-farm-enterprises";"true";""
960;"Shandong Enbao Biological Technology Co., Ltd. (""Enbao"")";"China";"Applications
Farming & harvesting";"https://www.sdenbao.com/";"Ulva intestinalis";"";"Plant & soil nutrition";"Alginate";"";"";2008;"";NA;"";"$0";"";"";"";"";"shandong-enbao-biological-technology-co-ltd-""enbao""";"true";""
961;"Shandong Haizhibao Ocean Technology Co., Ltd.";"China";"Farming & harvesting
Applications";"http://www.haizhibao.net/";"Saccharina sp.";"";"Food";"Dried/raw seaweed
Snacks and seasoning";"";"";2008;"";NA;"";"$0";"";"";"";"";"shandong-haizhibao-ocean-technology-co-ltd";"true";""
962;"Shandong Jiejing Group";"China";"Applications";"http://www.china-jiejing.com/index.html";"";"";"Pharmaceuticals
Hydrocolloids
Plant & soil nutrition";"Fucoidans
Alginate";"";"";1968;"";NA;"";"$0";"";"";"";"";"shandong-jiejing-group";"true";""
963;"Shanghai Beilian Foodstuff Co., Ltd";"China";"Farming & harvesting
Applications";"https://www.21food.com/showroom/3187/aboutus/shanghai-beilian-foodstuff-co.-ltd..html";"";"";"Hydrocolloids";"Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"shanghai-beilian-foodstuff-co-ltd";"true";""
964;"Shearwater Ventures";"USA";"Farming & harvesting";"";"";"Aquaculture";"";"";"";"";2016;"10 - 100 tonnes";NA;"";"$0";"";"";"";"";"shearwater-ventures";"true";""
965;"Shemberg";"Philippines";"Applications";"http://www.shemberg.com.ph/";"";"";"Hydrocolloids";"Carrageenan";"";"";NA;"";NA;"";"$0";"";"";"";"";"shemberg";"true";""
966;"Shijiazhuang Lemandou Chemicals Co., Ltd.";"China";"Applications";"http://www.lemandou.com";"";"";"Plant & soil nutrition";"";"";"";2008;"";NA;"";"$0";"";"";"";"";"shijiazhuang-lemandou-chemicals-co-ltd";"true";""
967;"Shimauma Co.";"Japan";"Applications";"http://www.shimauma.jp/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"shimauma-co";"true";""
968;"Shimizu";"Japan";"Applications";"https://shimizunori.co.jp/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"shimizu";"true";""
969;"Shimizu Co.";"Japan";"Applications";"https://www.kkshimizu.jp/index.html";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"shimizu-co";"true";""
970;"Shinkyo";"Japan";"Applications";"https://www.shinkyo-ind.co.jp/";"Ascophyllum nodosum";"";"Nutraceuticals
Feed
Plant & soil nutrition";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"shinkyo";"true";""
971;"Shinnecock Kelp Farmers";"USA";"Farming & harvesting
Breeding & propagation";"https://www.greenwave.org/shinnecock-kelp-farmers";"";"Aquaculture";"";"";"";"";2020;"0 - not started yet";NA;"";"$0";"";"";"";"";"shinnecock-kelp-farmers";"true";""
972;"Shirako Nori";"Japan";"Applications";"https://www.shirako-nori.co.jp/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"shirako-nori";"true";""
973;"Shore Seaweed";"UK";"Farming & harvesting
Applications";"https://shoreseaweed.com/";"Ascophyllum nodosum
Chondrus crispus
Fucus sp.
Himanthalia sp.
Laminaria digitata";"Aquaculture
Harvesting";"Food";"Snacks and seasoning";"The Scottish Investment Bank
Highlands and Islands Enterprise";"";2014;"10 - 100 tonnes";NA;"$2,300,000";"$2,300,000";"Scale-up / Industrialisation";"";"";"Male CEO
Male founded";"shore-seaweed";"true";""
974;"Sinar Kentjana Surabaya";"Indonesia";"Applications";"https://www.daftarperusahaan.com/bisnis/sinar-kencana-surabaya-pt";"";"Aquaculture";"Hydrocolloids";"Agar";"";"";NA;"";NA;"";"$0";"";"";"";"";"sinar-kentjana-surabaya";"true";""
975;"Sink-It";"Netherlands";"Applications";"https://www.linkedin.com/in/daniel-balutowski-ba11221b9/#";"Sargassum sp.";"Harvesting";"Carbon sequestration
HABs";"";"";"";2021;"0 - not started yet";NA;"";"$0";"Research / product development";"";"";"Male CEO
Male founded";"sink-it";"true";""
976;"Sirputis";"Lithuania";"Infrastructure & equipment";"https://sirputis.com/";"";"";"";"";"Valinor";"";2019;"";NA;"";"$0";"Validation / Traction";"";"";"";"sirputis";"true";""
977;"Sita Verde / Suez";"Guadeloupe";"Applications";"https://www.suez.fr/fr-fr/notre-offre/succes-commerciaux/nos-references/valorisation-des-sargasses";"Sargassum sp.";"";"HABs
Plant & soil nutrition
Energy";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"sita-verde-/-suez";"true";""
978;"Sitangkai Seaweeds Export Company";"Philippines";"Farming & harvesting";"";"";"Aquaculture";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"sitangkai-seaweeds-export-company";"true";""
979;"SJØBJØRG AS";"Norway";"Farming & harvesting
Applications";"https://www.sjobjorg.com/";"Ascophyllum nodosum";"Harvesting";"Nutraceuticals";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"sjøbjørg-as";"true";""
980;"Sjy Seaweed";"Norway";"Applications";"https://www.sjyseaweed.no/";"";"";"Food";"Snacks and seasoning";"";"";2019;"";NA;"";"$0";"Validation / Traction";"";"";"Female CEO
Female founded";"sjy-seaweed";"true";""
981;"Smakka";"Faroe Islands";"Applications";"https://www.smakka.com/";"";"";"Food";"";"";"";2022;"";NA;"";"$0";"";"";"";"";"smakka";"true";""
982;"Smart Seaweed / oceanfarmr";"Australia";"Monitoring tech";"https://smartseaweed.com/";"";"";"";"";"";"";2020;"";NA;"";"$0";"Research / product development";"";"";"Male CEO
Male founded";"smart-seaweed-/-oceanfarmr";"true";""
983;"Smartfiber";"Germany";"Applications";"https://www.smartfiber.de/";"";"";"Textiles";"";"EASME - EU Executive Agency for SMEs";"";2005;"";NA;"";"$0";"Scale-up / Industrialisation";"";"";"Male CEO";"smartfiber";"true";""
984;"SMO Solar Process";"Guadeloupe";"Processing / Biorefinery
Applications";"https://www.smosolarprocess.com/";"Sargassum sp.";"";"Plant & soil nutrition
Energy";"";"ZEBOX";"";2020;"";NA;"";"$0";"Validation / Traction";"$1,000,000";"";"";"smo-solar-process";"true";""
985;"Snap Natural & Alginate Products";"India";"Applications";"https://snapalginate.com/";"";"";"Hydrocolloids";"Alginate";"";"";NA;"";NA;"";"$0";"";"";"";"";"snap-natural--alginate-products";"true";""
986;"Sobigel";"France";"Applications";"http://www.sobigel.com/";"Gelidium sesquipedale";"";"Hydrocolloids";"Agar";"";"";NA;"";NA;"";"$0";"";"";"";"";"sobigel";"true";""
987;"Softseaweed";"Norway";"Monitoring tech";"https://softseaweed.com/";"";"";"";"";"Katapult Ocean";"";2021;"";NA;"";"$0";"Research / product development";"";"";"Male CEO
Male founded";"softseaweed";"true";""
988;"Solaine";"France";"Applications";"https://solaine.co/";"";"";"Food";"Meat substitute";"";"";2020;"";NA;"";"$0";"";"";"";"";"solaine";"true";""
989;"SoluBlue";"UK";"Applications";"https://solublue.com/";"";"";"Bioplastics";"";"";"";2018;"";NA;"";"$0";"Research / product development";"$600,000";"";"Mixed founding team
Female CEO";"solublue";"true";""
990;"Soluk Fiji Limited";"Fiji";"Farming & harvesting";"";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"soluk-fiji-limited";"true";""
991;"SOS Carbon";"Dominican Republic";"Farming & harvesting";"https://soscarbon.com/";"Sargassum sp.";"Harvesting";"HABs
Carbon sequestration";"";"";"";2020;"1000 - 10 000 tonnes";NA;"";"$0";"Validation / Traction";"";"";"Male CEO
Male founded";"sos-carbon";"true";""
992;"Souss'alg";"Morocco";"Farming & harvesting";"";"";"Aquaculture";"";"";"";"";NA;"0 - not started yet";NA;"";"$0";"";"";"";"";"soussalg";"true";""
993;"South Agro";"Italy";"Farming & harvesting
Applications";"https://southagro.com/";"";"Aquaculture
Offshore";"Plant & soil nutrition";"";"Blue Bio Value";"";2016;"";NA;"";"$0";"Research / product development";"";"";"Male CEO
Male founded";"south-agro";"true";""
994;"South Coast Seaweed";"Australia";"Farming & harvesting";"https://southcoastseaweed.com.au/";"";"Harvesting";"";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"south-coast-seaweed";"true";""
995;"South Fujian Agar Co.Ltd.";"China";"Farming & harvesting
Applications";"http://www.rosinnet.com/yellowpages/6892/";"";"";"Hydrocolloids";"Agar";"";"";NA;"";NA;"";"$0";"";"";"";"";"south-fujian-agar-coltd";"true";""
996;"South Pacific Mozuku";"Tonga";"Farming & harvesting";"";"Cladosiphon sp.";"Aquaculture";"Food
Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"south-pacific-mozuku-";"true";""
997;"Southern Ocean Carbon Company";"Australia";"Farming & harvesting";"https://southernoceancarbon.com/";"";"Aquaculture";"";"";"";"";2020;"0 - not started yet";NA;"";"$0";"Research / product development";"";"";"Male CEO
Mixed founding team";"southern-ocean-carbon-company";"true";""
998;"SOVALG";"Madagascar";"Farming & harvesting";"";"Kappaphycus alvarezii";"Aquaculture";"";"";"";"";NA;"1000 - 10 000 tonnes";NA;"";"$0";"";"";"";"";"sovalg";"true";""
999;"sozyë (Cocofina)";"UK";"Applications";"https://sozye.com/";"";"";"Food";"Snacks and seasoning";"";"";2022;"";NA;"";"$0";"";"";"";"";"sozyë-cocofina";"true";""
1000;"Springtide Innovations";"USA";"Breeding & propagation
Infrastructure & equipment";"https://www.springtideinnovations.com/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"springtide-innovations";"true";""
1001;"Springtide Seaweed";"USA";"Farming & harvesting";"https://www.springtideseaweed.com/";"";"Aquaculture";"";"";"";"";2017;"10 - 100 tonnes";NA;"";"$0";"";"$94,689";"";"";"springtide-seaweed";"true";""
1002;"squiish";"UK";"Applications";"https://www.squiish.co.uk/";"";"";"Bioplastics";"";"";"";2019;"";NA;"";"$0";"Research / product development";"";"";"";"squiish";"true";""
1003;"Sri Gunting Pratama";"Indonesia";"Applications";"";"";"Aquaculture";"Hydrocolloids";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"sri-gunting-pratama-";"true";""
1004;"Srinivasa Marine Chemicals";"India";"Applications";"https://in.kompass.com/c/srinivasa-marine-chemicals/in736083/";"";"";"Hydrocolloids
Plant & soil nutrition";"Alginate";"";"";NA;"";NA;"";"$0";"";"";"";"";"srinivasa-marine-chemicals";"true";""
1005;"Stanley Agriculture Group Co., Ltd.";"China";"Applications";"http://www.shidanli.cn/";"";"";"Plant & soil nutrition";"";"";"";1992;"";NA;"";"$0";"";"";"";"";"stanley-agriculture-group-co-ltd";"true";""
1006;"Stonington Kelp Co";"USA";"Farming & harvesting";"https://www.stoningtonkelpco.com/";"Saccharina latissima";"Aquaculture";"";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"stonington-kelp-co";"true";""
1007;"Submariner Network";"Germany";"Multi-stakeholder platform
Research";"https://www.submariner-network.eu/";"";"";"";"";"";"Research platform";NA;"";NA;"";"$0";"";"$11,492,502
$792,712";"";"";"submariner-network";"true";""
1008;"Suehiro Konbu Co.";"Japan";"Applications";"http://www.yaya.co.jp/suehiro-konbu.htm";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"suehiro-konbu-co";"true";""
1009;"Suenaga Kaisan";"Japan";"Applications";"http://www.suenaga.co.jp/";"";"";"Food";"Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"suenaga-kaisan";"true";""
1010;"Sung Gyung Food Co";"South Korea";"Applications";"http://en.sgkim.co.kr/";"";"";"Food";"Snacks and seasoning
Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"sung-gyung-food-co";"true";""
1011;"Sunil Products";"South Korea";"Applications";"http://www.sunil.kim/";"";"";"Food";"Snacks and seasoning
Dried/raw seaweed";"";"";NA;"";NA;"";"$0";"";"";"";"";"sunil-products";"true";""
1012;"Suning Sea Technology";"China";"Monitoring tech
Infrastructure & equipment";"https://www.suningsea.cn/cn/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"suning-sea-technology";"true";""
1013;"Sunken Seaweed";"USA";"Farming & harvesting";"https://www.sunkenseaweed.com/";"Macrocystis pyrifera
Ulva lactuca
Gracilaria sp.";"Aquaculture";"";"";"";"";2017;"0 - not started yet";NA;"";"$0";"Pilot / Demonstration";"";"";"Mixed founding team";"sunken-seaweed";"true";""
1014;"Sunshine Coast Seaweed Farms";"Canada";"Farming & harvesting
Applications";"https://sunshinecoastseaweedfarms.com/";"Nereocystis luetkeana";"Aquaculture";"Food
Bioplastics";"";"";"";NA;"0 - 10 tonnes";NA;"";"$0";"";"";"";"";"sunshine-coast-seaweed-farms";"true";""
1015;"Suralgas";"Spain";"Farming & harvesting";"http://suralgas.com/";"Codium sp.
Gracilaria sp.
Ulva sp.";"Harvesting";"Food";"";"";"";NA;"10 - 100 tonnes";NA;"";"$0";"";"";"";"";"suralgas";"true";""
1016;"SUREAQUA";"Norway";"Multi-stakeholder platform
Research";"https://www.nordforsk.org/projects/nordic-centre-sustainable-and-resilient-aquatic-production-sureaqua-0";"";"";"";"";"";"Research platform";NA;"";NA;"";"$0";"";"";"";"";"sureaqua";"true";""
1017;"Surge Seaweed";"USA";"Farming & harvesting";"https://surgeseaweed.com/";"";"Aquaculture
Land-based";"";"";"";"";2021;"";NA;"";"$0";"Pilot / Demonstration";"";"";"";"surge-seaweed";"true";""
1018;"Surya Indoalgas";"Indonesia";"Applications";"https://indoalgas.co.id/";"";"Aquaculture";"Hydrocolloids";"Agar";"";"";NA;"";NA;"";"$0";"";"";"";"";"surya-indoalgas";"true";""
1019;"Sussex Sea Farm";"UK";"Farming & harvesting";"https://www.sussexseafarm.com/";"";"Aquaculture";"";"";"";"";2021;"0 - not started yet";NA;"";"$0";"";"";"";"";"sussex-sea-farm";"true";""
1020;"Sustainable Seaweed";"UK";"Farming & harvesting";"https://www.sustainableseaweed.co.uk/";"";"Aquaculture";"";"";"";"";2017;"0 - not started yet";NA;"";"$0";"Research / product development";"";"";"Male CEO
Male founded";"sustainable-seaweed";"true";""
1021;"Swallow Globe (PT Dunia Bintang Wallet)";"Indonesia";"Applications";"https://swallow-globe.co.id/main/";"";"";"Hydrocolloids";"Agar";"";"";NA;"";NA;"";"$0";"";"";"";"";"swallow-globe-pt-dunia-bintang-wallet";"true";""
1022;"Sway";"USA";"Applications";"https://swaythefuture.com/";"";"";"Bioplastics";"";"Sustainable Ocean Alliance
Valor Siren Ventures";"";2020;"";NA;"$2,500,000";"$2,500,000";"Pilot / Demonstration";"";"";"Mixed founding team
Female CEO";"sway";"true";""
1023;"SWD Connectors";"Netherlands";"Consulting";"http://www.swdconnectors.com/";"";"";"";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"swd-connectors";"true";""
1024;"SWF";"Japan";"Applications";"https://swf.jp/zigyo/";"";"";"Personal care";"";"";"";NA;"";NA;"";"$0";"";"";"";"";"swf";"true";""
1025;"Symbiomer";"France";"Farming & harvesting";"https://www.symbiomer.com/";"Laminaria sp.
Palmaria sp.
Himanthalia elongata
Ascophyllum nodosum";"Aquaculture
Harvesting";"";"";"";"";2017;"1000 - 10 000 tonnes";NA;"";"$0";"Scale-up / Industrialisation";"";"";"Male CEO
Male founded";"symbiomer";"true";""
