"","rowname","resHeaders","Headquarters","Value.chain","Website","Species","Production.process","Industry..Applications.","Industry.subsector.tags","Investors","Association.focus","Founding year","Annual production (wet weight)","Start-up/scale-up?","Investments","Total disclosed investments since 2020","Development stage","Grants associated","Researchers associated","Team","SEO:Slug","SEO:Index"
"939",939,"Seaweed Market","","Distribution","https://seaweedmarket.eu/","","","","","","","","","","","$0","","","","","seaweed-market","true"
"940",940,"Seaweed Organics","UK","Applications
Farming & harvesting","https://seaweedorganics.co.uk/","","Harvesting","","","","","","0 - 10 tonnes","","","$0","","","","","seaweed-organics-","true"
"941",941,"Seaweed Place","Chile","Farming & harvesting
Applications","https://www.seaweedplace.com/","Durvillaea antartica","Harvesting","Food","","","","2016","","","","$0","","","","","seaweed-place","true"
"942",942,"Seaweed Scale Up","Netherlands","Farming & harvesting
Processing / Biorefinery","http://www.seaweedscaleup.com/","","","","","","","2021","","","","$0","Research / product development","","","Male founded
Male CEO","seaweed-scale-up","true"
"943",943,"Seaweed Seychelles","Seychelles","Farming & harvesting
Applications","https://www.seaweedseychelles.com/","Sargassum sp.","Harvesting","Plant & soil nutrition
HABs","","","","2015","100 - 1000 tonnes","","","$0","","","","","seaweed-seychelles","true"
"944",944,"Seaweed Solutions","Norway","Farming & harvesting
Applications
Infrastructure & equipment","http://www.seaweedsolutions.com/","Alaria esculenta
Saccharina latissima
Laminaria hyperborea
Palmaria palmata","Aquaculture
Offshore","","","EASME - EU Executive Agency for SMEs","","2009","100 - 1000 tonnes","","","$0","Pilot / Demonstration","$12,726,187
$1,942,643
$3,610,296","","Male CEO
Male founded","seaweed-solutions","true"
"945",945,"Seaweedology","UK","Farming & harvesting","","","Aquaculture","","","","","","0 - not started yet","","","$0","","","","","seaweedology","true"
"946",946,"Seaweeds NZ","New Zealand","Farming & harvesting","https://seaweedsnz.com/","","Harvesting","Feed
Plant & soil nutrition","","","","","","","","$0","","","","","seaweeds-nz","true"
"947",947,"SeaweedTech","Netherlands","Farming & harvesting","https://www.seaweed-tech.com/","Ulva sp.","Aquaculture
Land-based","","","","","2020","0 - 10 tonnes","","","$0","Pilot / Demonstration","$232,234","","Male CEO
Male founded","seaweedtech","true"
"948",948,"Seawild","UK","Farming & harvesting","https://www.seawild.co.uk/","","Aquaculture
Wind/solar park multi-use","","","","","2020","0 - not started yet","","","$0","Research / product development","","","Mixed founding team","seawild","true"
"949",949,"Seiner Group","South Africa","Applications","https://seinergroup.com/seaweed-hydrolysates/","Ecklonia maxima","","Plant & soil nutrition","","","","","","","","$0","","","","","seiner-group","true"
"950",950,"Seleco Seaweed","Thailand","Applications","https://www.unified.asia/seleco","","","Food","Snacks and seasoning","","","","","","","$0","","","","","seleco-seaweed","true"
"951",951,"SELT Marine Group","Tunisia","Farming & harvesting
Applications","http://www.seltmg.com/en/","Gracilaria sp.
Gelidium sesquipedale
Kappaphycus alvarezii
E. spinosum","Harvesting
Aquaculture","Hydrocolloids","Agar
Carrageenan","","","1996","1000 - 10 000 tonnes","","","$0","Scale-up / Industrialisation","","","Male CEO
Male founded","selt-marine-group","true"
"952",952,"Seokha","South Korea","Applications","http://www.seokha.co.kr/","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","seokha","true"
"953",953,"Seonjin Fisheries Association","South Korea","Farming & harvesting
Applications","https://seonjinsea.modoo.at/","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","seonjin-fisheries-association","true"
"954",954,"Setexam","Morocco","Applications
Farming & harvesting","http://www.setexam.com/","Gelidium sesquipedale","Harvesting","Hydrocolloids","Agar","","","","1000 - 10 000 tonnes","","","$0","","","","","setexam","true"
"955",955,"Seungdeok Fisheries Association","South Korea","Applications","https://www.jobkorea.co.kr/company/42769668","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","seungdeok-fisheries-association","true"
"956",956,"Sewha Seafood","South Korea","Applications","http://www.sewhaseafood.com/","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","sewha-seafood","true"
"957",957,"SFTec","Finland","Processing / Biorefinery","https://www.sftec.fi/new/modheat/?lang=en","","","","","","","","","","","$0","","","","","sftec","true"
"958",958,"SG Food","South Korea","Applications","https://www.jobkorea.co.kr/company/43327854","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","sg-food","true"
"959",959,"Shamrock Farm Enterprises","Ireland","Applications","https://shamrockfarmenterprises.com/","Lithothamnium calcareum","","Feed","Livestock feed","","","","","","","$0","","","","","shamrock-farm-enterprises","true"
"960",960,"Shandong Enbao Biological Technology Co., Ltd. (""Enbao"")","China","Applications
Farming & harvesting","https://www.sdenbao.com/","Ulva intestinalis","","Plant & soil nutrition","Alginate","","","2008","","","","$0","","","","","shandong-enbao-biological-technology-co-ltd-""enbao""","true"
"961",961,"Shandong Haizhibao Ocean Technology Co., Ltd.","China","Farming & harvesting
Applications","http://www.haizhibao.net/","Saccharina sp.","","Food","Dried/raw seaweed
Snacks and seasoning","","","2008","","","","$0","","","","","shandong-haizhibao-ocean-technology-co-ltd","true"
"962",962,"Shandong Jiejing Group","China","Applications","http://www.china-jiejing.com/index.html","","","Pharmaceuticals
Hydrocolloids
Plant & soil nutrition","Fucoidans
Alginate","","","1968","","","","$0","","","","","shandong-jiejing-group","true"
"963",963,"Shanghai Beilian Foodstuff Co., Ltd","China","Farming & harvesting
Applications","https://www.21food.com/showroom/3187/aboutus/shanghai-beilian-foodstuff-co.-ltd..html","","","Hydrocolloids","Carrageenan","","","","","","","$0","","","","","shanghai-beilian-foodstuff-co-ltd","true"
"964",964,"Shearwater Ventures","USA","Farming & harvesting","","","Aquaculture","","","","","2016","10 - 100 tonnes","","","$0","","","","","shearwater-ventures","true"
"965",965,"Shemberg","Philippines","Applications","http://www.shemberg.com.ph/","","","Hydrocolloids","Carrageenan","","","","","","","$0","","","","","shemberg","true"
"966",966,"Shijiazhuang Lemandou Chemicals Co., Ltd.","China","Applications","http://www.lemandou.com","","","Plant & soil nutrition","","","","2008","","","","$0","","","","","shijiazhuang-lemandou-chemicals-co-ltd","true"
"967",967,"Shimauma Co.","Japan","Applications","http://www.shimauma.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","shimauma-co","true"
"968",968,"Shimizu","Japan","Applications","https://shimizunori.co.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","shimizu","true"
"969",969,"Shimizu Co.","Japan","Applications","https://www.kkshimizu.jp/index.html","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","shimizu-co","true"
"970",970,"Shinkyo","Japan","Applications","https://www.shinkyo-ind.co.jp/","Ascophyllum nodosum","","Nutraceuticals
Feed
Plant & soil nutrition","","","","","","","","$0","","","","","shinkyo","true"
"971",971,"Shinnecock Kelp Farmers","USA","Farming & harvesting
Breeding & propagation","https://www.greenwave.org/shinnecock-kelp-farmers","","Aquaculture","","","","","2020","0 - not started yet","","","$0","","","","","shinnecock-kelp-farmers","true"
"972",972,"Shirako Nori","Japan","Applications","https://www.shirako-nori.co.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","shirako-nori","true"
"973",973,"Shore Seaweed","UK","Farming & harvesting
Applications","https://shoreseaweed.com/","Ascophyllum nodosum
Chondrus crispus
Fucus sp.
Himanthalia sp.
Laminaria digitata","Aquaculture
Harvesting","Food","Snacks and seasoning","The Scottish Investment Bank
Highlands and Islands Enterprise","","2014","10 - 100 tonnes","","$2,300,000","$2,300,000","Scale-up / Industrialisation","","","Male CEO
Male founded","shore-seaweed","true"
"974",974,"Sinar Kentjana Surabaya","Indonesia","Applications","https://www.daftarperusahaan.com/bisnis/sinar-kencana-surabaya-pt","","Aquaculture","Hydrocolloids","Agar","","","","","","","$0","","","","","sinar-kentjana-surabaya","true"
"975",975,"Sink-It","Netherlands","Applications","https://www.linkedin.com/in/daniel-balutowski-ba11221b9/#","Sargassum sp.","Harvesting","Carbon sequestration
HABs","","","","2021","0 - not started yet","","","$0","Research / product development","","","Male CEO
Male founded","sink-it","true"
"976",976,"Sirputis","Lithuania","Infrastructure & equipment","https://sirputis.com/","","","","","Valinor","","2019","","","","$0","Validation / Traction","","","","sirputis","true"
"977",977,"Sita Verde / Suez","Guadeloupe","Applications","https://www.suez.fr/fr-fr/notre-offre/succes-commerciaux/nos-references/valorisation-des-sargasses","Sargassum sp.","","HABs
Plant & soil nutrition
Energy","","","","","","","","$0","","","","","sita-verde-/-suez","true"
"978",978,"Sitangkai Seaweeds Export Company","Philippines","Farming & harvesting","","","Aquaculture","","","","","","","","","$0","","","","","sitangkai-seaweeds-export-company","true"
"979",979,"SJØBJØRG AS","Norway","Farming & harvesting
Applications","https://www.sjobjorg.com/","Ascophyllum nodosum","Harvesting","Nutraceuticals","","","","","0 - 10 tonnes","","","$0","","","","","sjøbjørg-as","true"
"980",980,"Sjy Seaweed","Norway","Applications","https://www.sjyseaweed.no/","","","Food","Snacks and seasoning","","","2019","","","","$0","Validation / Traction","","","Female CEO
Female founded","sjy-seaweed","true"
"981",981,"Smakka","Faroe Islands","Applications","https://www.smakka.com/","","","Food","","","","2022","","","","$0","","","","","smakka","true"
"982",982,"Smart Seaweed / oceanfarmr","Australia","Monitoring tech","https://smartseaweed.com/","","","","","","","2020","","","","$0","Research / product development","","","Male CEO
Male founded","smart-seaweed-/-oceanfarmr","true"
"983",983,"Smartfiber","Germany","Applications","https://www.smartfiber.de/","","","Textiles","","EASME - EU Executive Agency for SMEs","","2005","","","","$0","Scale-up / Industrialisation","","","Male CEO","smartfiber","true"
"984",984,"SMO Solar Process","Guadeloupe","Processing / Biorefinery
Applications","https://www.smosolarprocess.com/","Sargassum sp.","","Plant & soil nutrition
Energy","","ZEBOX","","2020","","","","$0","Validation / Traction","$1,000,000","","","smo-solar-process","true"
"985",985,"Snap Natural & Alginate Products","India","Applications","https://snapalginate.com/","","","Hydrocolloids","Alginate","","","","","","","$0","","","","","snap-natural--alginate-products","true"
"986",986,"Sobigel","France","Applications","http://www.sobigel.com/","Gelidium sesquipedale","","Hydrocolloids","Agar","","","","","","","$0","","","","","sobigel","true"
"987",987,"Softseaweed","Norway","Monitoring tech","https://softseaweed.com/","","","","","Katapult Ocean","","2021","","","","$0","Research / product development","","","Male CEO
Male founded","softseaweed","true"
"988",988,"Solaine","France","Applications","https://solaine.co/","","","Food","Meat substitute","","","2020","","","","$0","","","","","solaine","true"
"989",989,"SoluBlue","UK","Applications","https://solublue.com/","","","Bioplastics","","","","2018","","","","$0","Research / product development","$600,000","","Mixed founding team
Female CEO","solublue","true"
"990",990,"Soluk Fiji Limited","Fiji","Farming & harvesting","","","","","","","","","","","","$0","","","","","soluk-fiji-limited","true"
"991",991,"SOS Carbon","Dominican Republic","Farming & harvesting","https://soscarbon.com/","Sargassum sp.","Harvesting","HABs
Carbon sequestration","","","","2020","1000 - 10 000 tonnes","","","$0","Validation / Traction","","","Male CEO
Male founded","sos-carbon","true"
"992",992,"Souss'alg","Morocco","Farming & harvesting","","","Aquaculture","","","","","","0 - not started yet","","","$0","","","","","soussalg","true"
"993",993,"South Agro","Italy","Farming & harvesting
Applications","https://southagro.com/","","Aquaculture
Offshore","Plant & soil nutrition","","Blue Bio Value","","2016","","","","$0","Research / product development","","","Male CEO
Male founded","south-agro","true"
"994",994,"South Coast Seaweed","Australia","Farming & harvesting","https://southcoastseaweed.com.au/","","Harvesting","","","","","","0 - 10 tonnes","","","$0","","","","","south-coast-seaweed","true"
"995",995,"South Fujian Agar Co.Ltd.","China","Farming & harvesting
Applications","http://www.rosinnet.com/yellowpages/6892/","","","Hydrocolloids","Agar","","","","","","","$0","","","","","south-fujian-agar-coltd","true"
"996",996,"South Pacific Mozuku","Tonga","Farming & harvesting","","Cladosiphon sp.","Aquaculture","Food
Personal care","","","","","","","","$0","","","","","south-pacific-mozuku-","true"
"997",997,"Southern Ocean Carbon Company","Australia","Farming & harvesting","https://southernoceancarbon.com/","","Aquaculture","","","","","2020","0 - not started yet","","","$0","Research / product development","","","Male CEO
Mixed founding team","southern-ocean-carbon-company","true"
"998",998,"SOVALG","Madagascar","Farming & harvesting","","Kappaphycus alvarezii","Aquaculture","","","","","","1000 - 10 000 tonnes","","","$0","","","","","sovalg","true"
"999",999,"sozyë (Cocofina)","UK","Applications","https://sozye.com/","","","Food","Snacks and seasoning","","","2022","","","","$0","","","","","sozyë-cocofina","true"
"1000",1000,"Springtide Innovations","USA","Breeding & propagation
Infrastructure & equipment","https://www.springtideinnovations.com/","","","","","","","","","","","$0","","","","","springtide-innovations","true"
"1001",1001,"Springtide Seaweed","USA","Farming & harvesting","https://www.springtideseaweed.com/","","Aquaculture","","","","","2017","10 - 100 tonnes","","","$0","","$94,689","","","springtide-seaweed","true"
"1002",1002,"squiish","UK","Applications","https://www.squiish.co.uk/","","","Bioplastics","","","","2019","","","","$0","Research / product development","","","","squiish","true"
"1003",1003,"Sri Gunting Pratama","Indonesia","Applications","","","Aquaculture","Hydrocolloids","","","","","","","","$0","","","","","sri-gunting-pratama-","true"
"1004",1004,"Srinivasa Marine Chemicals","India","Applications","https://in.kompass.com/c/srinivasa-marine-chemicals/in736083/","","","Hydrocolloids
Plant & soil nutrition","Alginate","","","","","","","$0","","","","","srinivasa-marine-chemicals","true"
"1005",1005,"Stanley Agriculture Group Co., Ltd.","China","Applications","http://www.shidanli.cn/","","","Plant & soil nutrition","","","","1992","","","","$0","","","","","stanley-agriculture-group-co-ltd","true"
"1006",1006,"Stonington Kelp Co","USA","Farming & harvesting","https://www.stoningtonkelpco.com/","Saccharina latissima","Aquaculture","","","","","","0 - 10 tonnes","","","$0","","","","","stonington-kelp-co","true"
"1007",1007,"Submariner Network","Germany","Multi-stakeholder platform
Research","https://www.submariner-network.eu/","","","","","","Research platform","","","","","$0","","$11,492,502
$792,712","","","submariner-network","true"
"1008",1008,"Suehiro Konbu Co.","Japan","Applications","http://www.yaya.co.jp/suehiro-konbu.htm","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","suehiro-konbu-co","true"
"1009",1009,"Suenaga Kaisan","Japan","Applications","http://www.suenaga.co.jp/","","","Food","Dried/raw seaweed","","","","","","","$0","","","","","suenaga-kaisan","true"
"1010",1010,"Sung Gyung Food Co","South Korea","Applications","http://en.sgkim.co.kr/","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","sung-gyung-food-co","true"
"1011",1011,"Sunil Products","South Korea","Applications","http://www.sunil.kim/","","","Food","Snacks and seasoning
Dried/raw seaweed","","","","","","","$0","","","","","sunil-products","true"
"1012",1012,"Suning Sea Technology","China","Monitoring tech
Infrastructure & equipment","https://www.suningsea.cn/cn/","","","","","","","","","","","$0","","","","","suning-sea-technology","true"
"1013",1013,"Sunken Seaweed","USA","Farming & harvesting","https://www.sunkenseaweed.com/","Macrocystis pyrifera
Ulva lactuca
Gracilaria sp.","Aquaculture","","","","","2017","0 - not started yet","","","$0","Pilot / Demonstration","","","Mixed founding team","sunken-seaweed","true"
"1014",1014,"Sunshine Coast Seaweed Farms","Canada","Farming & harvesting
Applications","https://sunshinecoastseaweedfarms.com/","Nereocystis luetkeana","Aquaculture","Food
Bioplastics","","","","","0 - 10 tonnes","","","$0","","","","","sunshine-coast-seaweed-farms","true"
"1015",1015,"Suralgas","Spain","Farming & harvesting","http://suralgas.com/","Codium sp.
Gracilaria sp.
Ulva sp.","Harvesting","Food","","","","","10 - 100 tonnes","","","$0","","","","","suralgas","true"
"1016",1016,"SUREAQUA","Norway","Multi-stakeholder platform
Research","https://www.nordforsk.org/projects/nordic-centre-sustainable-and-resilient-aquatic-production-sureaqua-0","","","","","","Research platform","","","","","$0","","","","","sureaqua","true"
"1017",1017,"Surge Seaweed","USA","Farming & harvesting","https://surgeseaweed.com/","","Aquaculture
Land-based","","","","","2021","","","","$0","Pilot / Demonstration","","","","surge-seaweed","true"
"1018",1018,"Surya Indoalgas","Indonesia","Applications","https://indoalgas.co.id/","","Aquaculture","Hydrocolloids","Agar","","","","","","","$0","","","","","surya-indoalgas","true"
"1019",1019,"Sussex Sea Farm","UK","Farming & harvesting","https://www.sussexseafarm.com/","","Aquaculture","","","","","2021","0 - not started yet","","","$0","","","","","sussex-sea-farm","true"
"1020",1020,"Sustainable Seaweed","UK","Farming & harvesting","https://www.sustainableseaweed.co.uk/","","Aquaculture","","","","","2017","0 - not started yet","","","$0","Research / product development","","","Male CEO
Male founded","sustainable-seaweed","true"
"1021",1021,"Swallow Globe (PT Dunia Bintang Wallet)","Indonesia","Applications","https://swallow-globe.co.id/main/","","","Hydrocolloids","Agar","","","","","","","$0","","","","","swallow-globe-pt-dunia-bintang-wallet","true"
"1022",1022,"Sway","USA","Applications","https://swaythefuture.com/","","","Bioplastics","","Sustainable Ocean Alliance
Valor Siren Ventures","","2020","","","$2,500,000","$2,500,000","Pilot / Demonstration","","","Mixed founding team
Female CEO","sway","true"
"1023",1023,"SWD Connectors","Netherlands","Consulting","http://www.swdconnectors.com/","","","","","","","","","","","$0","","","","","swd-connectors","true"
"1024",1024,"SWF","Japan","Applications","https://swf.jp/zigyo/","","","Personal care","","","","","","","","$0","","","","","swf","true"
"1025",1025,"Symbiomer","France","Farming & harvesting","https://www.symbiomer.com/","Laminaria sp.
Palmaria sp.
Himanthalia elongata
Ascophyllum nodosum","Aquaculture
Harvesting","","","","","2017","1000 - 10 000 tonnes","","","$0","Scale-up / Industrialisation","","","Male CEO
Male founded","symbiomer","true"
"1026",1026,"Symbrosia","USA","Farming & harvesting","https://symbrosia.co/","Asparagopsis sp.","Aquaculture","Feed","Livestock methane reduction","Hatch
Pacific 6 Enterprises
Danone Manifesto Ventures","","2018","0 - 10 tonnes","","$7,000,000","$7,000,000","Research / product development","$256,000
$1,000,000","Jonathan Simonds","Female CEO
Female founded","symbrosia","true"
"1027",1027,"Syrene","New Zealand","Applications","https://www.syreneskincare.co.nz/","","","Personal care","","","","","","","","$0","","","","","syrene","true"
"1028",1028,"Tacara","Malaysia","Applications","http://tacara.com.my/","","","Hydrocolloids","Carrageenan","","","","","","","$0","","","","","tacara","true"
"1029",1029,"Takaokaya","Japan","Applications","http://www.takaokaya.com/","Porphyra sp.","","Food","Dried/raw seaweed","","","","","","","$0","","","","","takaokaya","true"
"1030",1030,"Tamamo Co.","Japan","Applications","https://www.rakuten.co.jp/tamamo/info.html","","","Food","Dried/raw seaweed","","","1967","","","","$0","","","","","tamamo-co","true"
"1031",1031,"Tångkullan","Sweden","Farming & harvesting","https://tangkullan.se/","","Aquaculture","","","","","","0 - 10 tonnes","","","$0","","","","","tångkullan","true"
"1032",1032,"Tango Seaweed AS","Norway","Farming & harvesting","https://www.tangoseaweed.no/","Alaria esculenta
Saccharina latissima","Aquaculture","Food","","We come from the sea
Angel investors (various)","","2016","10 - 100 tonnes","","","$0","Pilot / Demonstration","$3,025,719","","Female CEO
Mixed founding team","tango-seaweed-as","true"
"1033",1033,"Tangshan Ocean Ranch Industrial Co., Ltd","China","Conservation & restoration
Farming & harvesting","http://www.sea-un.com/","","Aquaculture
IMTA","","","","","2002","","","","$0","","","","","tangshan-ocean-ranch-industrial-co-ltd","true"
"1034",1034,"Tao Kae Noi","Thailand","Applications","https://www.taokaenoi.co.th/","","","Food","Snacks and seasoning","","","2004","","","","$0","Mature / Public","","","Male CEO
Male founded","tao-kae-noi","true"
"1035",1035,"Taramar","Iceland","Applications","https://taramar.com/","","","Personal care","","Technology Development Fund","","2010","","","","$0","Scale-up / Industrialisation","","","Female CEO
Female founded","taramar","true"
"1036",1036,"TARI","Faroe Islands","Farming & harvesting","https://tari.fo/","Saccharina latissima
Alaria esculenta","Aquaculture","Food","","","","","0 - 10 tonnes","","","$0","","$2,119,176","","","tari","true"
"1037",1037,"Taskelp","Australia","Farming & harvesting
Applications","http://taskelp.com/","Durvillaea potatorum","Harvesting","Plant & soil nutrition","","","","","","","","$0","","","","","taskelp","true"
"1038",1038,"Taurus Cape Kelp","South Africa","Farming & harvesting","https://www.tcck.co.za/","Ecklonia maxima
Gelidium sp.","","","","","","1971","","","","$0","","","","","taurus-cape-kelp","true"
"1039",1039,"TBK Manufacturing Corp.","Philippines","Applications","https://www.tbk.com.ph/","","","Hydrocolloids","Carrageenan","","","","","","","$0","","","","","tbk-manufacturing-corp","true"
"1040",1040,"Teatis","USA","Applications","https://teatismeal.com/","Ecklonia bicyclis","","Food
Nutraceuticals","Drink","Angel investors (various)","","2021","","","$700,000","$700,000","Validation / Traction","","","Male CEO
Male founded","teatis","true"
"1041",1041,"Tekslo Seafood","Norway","Applications
Farming & harvesting","https://teksloseaweed.no/en/","Laminaria hyperborea
Chondrus crispus
Himanthalia sp.
Palmaria sp.
Ulva lactuca","Harvesting
Aquaculture","Food
Feed
Personal care
Plant & soil nutrition","Snacks and seasoning
Seaweed added to traditional product","Crowdfunding
Connect BAN Bergen
Blue Bio Value","","2016","0 - 10 tonnes","","$580,000","$580,000","Validation / Traction","","","Male CEO
Male founded","tekslo-seafood","true"
"1042",1042,"Ten Island Seafarm","Sweden","Farming & harvesting","https://ten-island-seafarm.business.site/","","Aquaculture","","","","","","0 - 10 tonnes","","","$0","","","","","ten-island-seafarm","true"
"1043",1043,"Tengzhou Haoyunlai Food Co., Ltd.","China","Farming & harvesting
Applications","http://www.obeless.com/","Porphyra yezoensis","","Food","Dried/raw seaweed","","","","","","","$0","","","","","tengzhou-haoyunlai-food-co-ltd","true"
"1044",1044,"Tengzhou Tongda Algae Engineering Technology Co., Ltd","China","Applications","www.yunxinhaizao.com","","","Hydrocolloids","Carrageenan","","","1999","","","","$0","","","","","tengzhou-tongda-algae-engineering-technology-co-ltd","true"
"1045",1045,"Thalado","France","Applications","https://www.thalado.fr/en/","","","Personal care","","","","","","","","$0","","","","","thalado","true"
"1046",1046,"Thalasso Ocean","Mexico","Infrastructure & equipment
Applications","https://www.thalassoocean.com/","Sargassum sp.","Harvesting","Plant & soil nutrition
Hydrocolloids
Pharmaceuticals","Alginate
Fucoidans","Innovation Norway
Aksello
Seaworthy Collective","","2021","0 - not started yet","","","$0","Research / product development","","","Male CEO
Mixed founding team","thalasso-ocean","true"
"1047",1047,"Thalgo","France","Applications","https://www.thalgo.fr/","","","Personal care","","","","","","","","$0","","","","","thalgo","true"
"1048",1048,"Thalion","France","Applications","http://www.thalion.com/","","","Personal care","","","","","","","","$0","","","","","thalion","true"
"1049",1049,"The Aquaculture Group","Singapore","Farming & harvesting","https://aquaculture.group/","Asparagopsis taxiformis","Aquaculture","","","","","2020","0 - not started yet","","","$0","Pilot / Demonstration","","","","the-aquaculture-group","true"
"1050",1050,"The Bay Foundation","USA","Conservation & restoration","https://www.santamonicabay.org/explore/in-the-ocean/kelp-forest-restoration/","","","","","","","","","","","$0","","","","","the-bay-foundation","true"
"1051",1051,"The Cornish Seaweed Company Ltd","UK","Farming & harvesting","https://www.cornishseaweed.co.uk/","Chondrus sp.
Himanthalia sp.
Palmaria sp.
Porphyra sp.
Saccharina sp.
Ulva sp.","Harvesting
Aquaculture","Food","","","","","0 - 10 tonnes","","","$0","","","","","the-cornish-seaweed-company-ltd","true"
"1052",1052,"The Crop Project","USA","Processing / Biorefinery
Distribution","https://www.thecropproject.com/","","","","","","","2021","","","","$0","Pilot / Demonstration","","","Male CEO
Male founded","the-crop-project","true"
"1053",1053,"The Good Ocean","India","Farming & harvesting","https://www.instagram.com/thegoodocean/","","Aquaculture","","","","","2020","","","","$0","Pilot / Demonstration","","","Female CEO
Female founded","the-good-ocean","true"
"1054",1054,"The Irish Seaweed Company","Ireland","Farming & harvesting","https://irishseaweed.co.uk/","Alaria esculenta
Chondrus crispus
Himanthalia elongata
Laminaria digitata","Harvesting","Food","","","","","0 - 10 tonnes","","","$0","","","","","the-irish-seaweed-company","true"
"1055",1055,"The Kelp Fund","USA","Multi-stakeholder platform","https://www.eatmorekelp.com/","","","","","","Growing the industry","","","","","$0","","","","","the-kelp-fund","true"
"1056",1056,"The Kelp Rescue Initiative","Canada","Conservation & restoration","https://kelprescue.org/","","","","","","","2021","","","","$0","","","","","the-kelp-rescue-initiative","true"
"1057",1057,"The Korean Seaweed Industry Federation","South Korea","Multi-stakeholder platform","http://kolia.org/","","","","","","Producers association","","","","","$0","","","","","the-korean-seaweed-industry-federation","true"
"1058",1058,"The Nature Conservancy","USA","Conservation & restoration","https://www.nature.org/en-us/","","","","","","","","","","","$0","","$467,330
$1,500,000
$75,000","","","the-nature-conservancy","true"
"1059",1059,"The Northern Company","Norway","Farming & harvesting","http://www.northerncompany.no/","","Harvesting","Food","","","","2010","0 - 10 tonnes","","","$0","","","","","the-northern-company","true"
"1060",1060,"The Ocean Cleaner","France","Farming & harvesting","https://theoceancleaner.fr/","Sargassum sp.","Harvesting","HABs","","","","2021","10 000 - 100 000 tonnes","","","$0","Validation / Traction","","","Male CEO
Male founded","the-ocean-cleaner","true"
"1061",1061,"The Pembrokeshire Beach Food Company","UK","Applications
Farming & harvesting","https://www.beachfood.co.uk/","","Harvesting","Food","Snacks and seasoning","","","2010","10 - 100 tonnes","","","$0","","","","","the-pembrokeshire-beach-food-company","true"
"1062",1062,"The Sea Gardener","Ireland","Applications","https://www.linkedin.com/in/marie-power-63696235/","","","Food","","","","","","","","$0","","","","","the-sea-gardener","true"
"1063",1063,"The Seaweed Alliance","UK","Multi-stakeholder platform","http://seaweedforumwales.org.uk/","","","","","","Growing the industry","","","","","$0","","","","","the-seaweed-alliance","true"
"1064",1064,"The Seaweed Centre","Ireland","Applications","https://theseaweedcentre.com/","","","","","","","","","","","$0","","","","","the-seaweed-centre","true"
"1065",1065,"The Seaweed Company","Netherlands","Farming & harvesting
Applications","https://www.theseaweedcompany.com/","Alaria sp.
Asparagopsis sp.
Gracilaria sp.
Ulva sp.
Saccharina latissima
Palmaria palmata","Aquaculture","Plant & soil nutrition","","Colruyt","","2018","","","Unnamed record","$0","Scale-up / Industrialisation","$11,492,502","","Male CEO
Male founded","the-seaweed-company","true"
"1066",1066,"The Seaweed Enterprise","Israel","Farming & harvesting","https://theseaweedenterprise.com/","","Aquaculture
Land-based","","","","","2022","","","","$0","Research / product development","","","","the-seaweed-enterprise","true"
"1067",1067,"The Seaweed Farmers","Netherlands","Farming & harvesting","https://www.theseaweedfarmers.com/","","Aquaculture","","","","","2016","10 - 100 tonnes","","","$0","","","","","the-seaweed-farmers","true"
"1068",1068,"The Seaweed Food Co.","UK","Farming & harvesting
Applications","https://theseaweedfoodcompany.com/","","Harvesting","Food","Snacks and seasoning","","","2020","0 - 10 tonnes","","","$0","","","","","the-seaweed-food-co","true"
"1069",1069,"The Transformation Factory","USA","Applications","https://seamosstransformation.com/","Chondrus crispus","","Nutraceuticals","","Angel investors (various)","","2020","","","$600,000","$600,000","Validation / Traction","","","","the-transformation-factory","true"
"1070",1070,"Thimble Island Ocean Farm","USA","Farming & harvesting","https://www.thimbleislandoceanfarm.com/","","Aquaculture
IMTA","Food","","","","","10 - 100 tonnes","","","$0","","","","","thimble-island-ocean-farm","true"
"1071",1071,"This is Seaweed","Ireland","Processing / Biorefinery","https://thisisseaweed.com/","","","Ingredients & extracts","Food ingredients","","","2015","","","","$0","Pilot / Demonstration","","","","this-is-seaweed","true"
"1072",1072,"Thomsea","France","Farming & harvesting","https://www.thomsea.fr/en/","Sargassum sp.
Solieria sp.
Ulva sp.","Harvesting","HABs","","","","2003","1000 - 10 000 tonnes","","","$0","Scale-up / Industrialisation","","","Male CEO
Male founded","thomsea","true"
"1073",1073,"Thorverk (Þörungaverksmiðjan)","Iceland","Farming & harvesting","https://www.thorverk.is/","Ascophyllum nodosum
Laminaria digitata","Harvesting","","","","","1986","10 000 - 100 000 tonnes","","","$0","","","","","thorverk-þörungaverksmiðjan","true"
